,loss,accuracy,val_loss,val_accuracy
0,1.9321636823781185,0.2950631380081177,5.918437545949763,0.5194805264472961
1,1.6906279900317625,0.3650975823402405,2.721018975431269,0.5194805264472961
2,1.2396421244990266,0.5419058799743652,1.6838252327658914,0.08441558480262756
3,0.8006325212535026,0.7118254899978638,1.091359712860801,0.5844155550003052
4,0.6012357008375064,0.7784156203269958,0.904253290458159,0.6623376607894897
5,0.4574263782061885,0.8300803899765015,0.8836362524466082,0.6623376607894897
6,0.31842285090144273,0.8737083673477173,0.7836492305452173,0.7337662577629089
7,0.2214815930327578,0.9242250323295593,0.5837046043439345,0.8116883039474487
8,0.9090880392938339,0.6934558153152466,0.9592503607273102,0.6168830990791321
9,0.5018204566514725,0.8094144463539124,0.6990190121260557,0.7727272510528564
10,0.32016587112394046,0.8920780420303345,0.6187883927063509,0.8116883039474487
11,0.17266543629984493,0.9322617650032043,0.47283063151619653,0.8116883039474487
12,0.1719053058952401,0.9414466023445129,0.5050682086836208,0.8181818127632141
13,0.0992584150652353,0.9632605910301208,0.6387180685997009,0.8246753215789795
14,0.06196980146519053,0.9793341159820557,0.6028521453792398,0.8376623392105103
15,0.04622892398068021,0.9804822206497192,0.5962289896878329,0.8051947951316833
16,0.05534898969636167,0.9804822206497192,0.739689209244468,0.8571428656578064
17,0.04579444712078162,0.9873708486557007,1.097240149974823,0.8246753215789795
