,loss,accuracy,val_loss,val_accuracy
0,1.0049371274728929,0.6098790168762207,365.33631608292865,0.36764705181121826
1,0.6863228770033005,0.7510080933570862,5.381978279835469,0.36764705181121826
2,0.5998238714204894,0.773809552192688,7.33044966491493,0.3735294044017792
3,0.5177753996704856,0.7983871102333069,3.6700803524739034,0.522549033164978
4,0.46703916439606297,0.8135080933570862,50.954171464249896,0.11274509876966476
5,0.4540403809158071,0.8306451439857483,2.4655803731969885,0.6480392217636108
6,0.3952880108188237,0.8477822542190552,0.9197508910217801,0.6764705777168274
7,0.39707070763313,0.8528226017951965,1.3580414765589945,0.6009804010391235
8,0.33855229075397214,0.8739919066429138,4.009822220415683,0.43039214611053467
9,0.3460630871836216,0.8639112710952759,1.034104743519345,0.748039186000824
10,0.2904953284549617,0.8891128897666931,0.9503515427177017,0.7284313440322876
11,0.30013443283256025,0.8830645084381104,10.379579402304984,0.35588234663009644
12,0.29618704153765596,0.8800403475761414,1.0164871207765631,0.7431372404098511
13,0.2558791467980031,0.899193525314331,1.1081242464684151,0.6598039269447327
14,0.2496446936932062,0.9052419066429138,2.1150891813071997,0.5029411911964417
15,0.2725623400821801,0.8931451439857483,1.5734746665567965,0.522549033164978
16,0.2872481714153001,0.8971773982048035,2.2221166507617847,0.5509803891181946
17,0.22554902516065106,0.9022177457809448,4.595827547279564,0.4313725531101227
18,0.20215842834553652,0.9243951439857483,1.8114759825371407,0.6019607782363892
19,0.15265805242703326,0.9415322542190552,0.34156009162197243,0.8999999761581421
20,0.14851777890937462,0.9405242204666138,0.6956505960709339,0.7715686559677124
21,0.18614463249762211,0.9344757795333862,10.285726521466229,0.3735294044017792
22,0.17521454106956239,0.9334677457809448,1.3029670312597945,0.5813725590705872
23,0.19448232849789482,0.9334677457809448,4.53839051401293,0.5039215683937073
24,0.11754153458206283,0.9506048560142517,0.5638767212025217,0.8196078538894653
25,0.11306576438308243,0.9596773982048035,0.7149972678036303,0.8107843399047852
26,0.15198667357946116,0.9485887289047241,1.6953054892050254,0.5607843399047852
27,0.10352194291490671,0.9667338728904724,0.8776755167825802,0.7019608020782471
28,0.0943872947208283,0.9677419066429138,0.4707804720949482,0.8235294222831726
29,0.15441410008427356,0.9364919066429138,3.3432432509757377,0.4882352948188782
