,loss,accuracy,val_loss,val_accuracy
0,1.9868976797493674,0.27784156799316406,2.416733069853349,0.5194805264472961
1,1.75786729192898,0.36165326833724976,1.8802315917882053,0.0714285746216774
2,1.4084000983687137,0.45579794049263,1.6453630057248203,0.0714285746216774
3,1.267480617960066,0.5522388219833374,8.733780579133468,0.5194805264472961
4,1.3116917042179306,0.4994259476661682,1.7376374277201565,0.0714285746216774
5,0.6920175709078424,0.7474167346954346,1.1855967424132607,0.6753246784210205
6,0.49599087156192856,0.8174511790275574,0.7949961694804105,0.7077922224998474
7,0.39425550925574265,0.8484500646591187,0.927739907394756,0.551948070526123
8,0.22551949563875676,0.91159588098526,0.890182229605588,0.5909090638160706
9,0.4162686267112789,0.8541905879974365,1.3218766342509876,0.6103895902633667
10,0.46798144436594263,0.8358209133148193,0.6985917430032383,0.7207792401313782
11,0.2634756437937989,0.9104477763175964,0.7160044637593356,0.7467532753944397
12,0.1944786648252117,0.92766934633255,0.6180298176001419,0.8311688303947449
13,0.13849664813636808,0.9483352303504944,0.47042784094810486,0.8311688303947449
14,0.09575155759433415,0.9712973833084106,0.5129948166961019,0.8181818127632141
15,0.09646878764995649,0.9644087553024292,0.8335599987344309,0.8116883039474487
16,0.05836227237451159,0.9827784299850464,0.5681419040669095,0.8441558480262756
17,0.06844090568634172,0.9724454879760742,0.6015942787582224,0.8441558480262756
